Pop1	Pop2	Model	Rep	N1	N2	m21	m12	mi21	mi12	Ts	Tsc	Tam	p
Pachon	Tinaja	SC2M	44	34490.0542391	32454.3328703	0.000239510022569	7.60523243361e-06	1.6122377343e-06	2.35300330857e-06	122808.713174	13131.6170142	NA	0.41069840115
Pachon	Tinaja	SC2M	45	31539.6216701	31472.6494413	0.000209560408355	8.29490859513e-06	1.78930055426e-06	2.3910468127e-06	108426.621835	14781.7458764	NA	0.412510299386
Pachon	Tinaja	SC2M	46	30225.4100384	35183.0102349	0.000220426084755	2.38428303942e-12	2.04959404776e-06	1.74297060767e-06	110564.2321	12981.3897727	NA	0.412277892917
Pachon	Tinaja	SC2M	47	35541.4362932	27533.6574273	1.66626208668e-05	0.000243176433069	1.96920210666e-06	2.84754606309e-06	102396.144704	11673.7317295	NA	0.330183397135
Pachon	Tinaja	SC2M	48	29211.9920478	31298.6827938	0.000189114040861	3.5157086566e-06	2.00662918269e-06	2.42404617679e-06	111671.939016	15628.6100153	NA	0.438016489733
Pachon	Tinaja	SC2M	49	32156.7472381	33349.4168023	0.000232324017844	6.10656571433e-06	1.85360431121e-06	2.07489442481e-06	118860.728701	13016.4653528	NA	0.410191829465
Pachon	Tinaja	SC2M	50	35054.1424604	27751.8609327	1.69591107283e-05	0.000192566195578	8.27701743997e-07	1.45273777995e-06	6281.71578838	107197.13732	NA	0.362927007107
Pachon	Tinaja	IM2M	1	34525.4637307	31479.6337178	9.96198475461e-05	9.08998482468e-212	7.89114661112e-07	1.44607106599e-06	137445.2534	NA	NA	0.490232448534
Pachon	Tinaja	IM2M	2	34522.897368	31486.616338	9.96964825806e-05	4.21616701009e-09	7.89017663183e-07	1.44327784123e-06	137249.970345	NA	NA	0.489823217011
Pachon	Tinaja	IM2M	3	35943.8128104	29003.4168166	1.74357342717e-47	0.000189547968569	8.16002907031e-07	1.22042858325e-06	111822.819425	NA	NA	0.365106059011
Pachon	Tinaja	IM2M	4	34537.9850309	31496.8328072	9.94035067123e-05	8.99162839296e-10	7.87046754621e-07	1.44420362856e-06	137413.702579	NA	NA	0.490022895732
Pachon	Tinaja	IM2M	5	34488.9056771	31463.5204719	9.95959172112e-05	2.01327807425e-13	7.87659235854e-07	1.45578422419e-06	137447.860844	NA	NA	0.490713905031
Pachon	Tinaja	IM2M	6	34531.9731323	31537.3205895	9.95861919168e-05	2.2370775029e-17	7.88944172943e-07	1.43745130118e-06	137297.2177	NA	NA	0.489223763448
Pachon	Tinaja	IM2M	7	37714.3175466	32861.0226394	7.36892807266e-05	1.22866469886e-76	9.0115069176e-07	1.84739635595e-06	542680.701843	NA	NA	0.604095295632
Pachon	Tinaja	IM2M	8	34534.2718998	31513.0559959	9.96326891032e-05	4.02957945779e-10	7.88704969496e-07	1.44174366765e-06	137360.740622	NA	NA	0.489611363632
Pachon	Tinaja	IM2M	9	34309.0426754	28258.2585855	2.15134037378e-05	0.000195226930196	8.40063794118e-07	1.27431056883e-06	107104.612805	NA	NA	0.334431527251
Pachon	Tinaja	IM2M	10	39253.9677556	23495.3501432	8.9435280976e-07	1.81776342895e-06	9.74265738517e-15	3.52435845758e-05	160115.262742	NA	NA	0.496753249808
Pachon	Tinaja	IM2M	11	34539.0298637	31493.7151939	9.95437118002e-05	6.58965443629e-09	7.87797122149e-07	1.44345831267e-06	137365.309128	NA	NA	0.489860989216
Pachon	Tinaja	IM2M	12	34556.5402045	31495.0292527	9.92669320956e-05	1.4373956168e-10	7.86798913269e-07	1.4467538731e-06	137617.627611	NA	NA	0.490301099229
Pachon	Tinaja	IM2M	13	34552.2218238	31513.7036182	9.94482233528e-05	3.59481762056e-10	7.84043561997e-07	1.43640322887e-06	137101.612065	NA	NA	0.489579745143
Pachon	Tinaja	IM2M	14	35726.1551424	29235.718172	3.16583512482e-06	0.000202846722207	4.04104188968e-43	2.4691314274e-30	74940.0909683	NA	NA	0.328562815359
Pachon	Tinaja	IM2M	15	39115.7551482	31576.2414059	7.74237055562e-05	1.18015608606e-09	9.01240007027e-07	2.17103146391e-06	680362.807871	NA	NA	0.623715729777
Pachon	Tinaja	IM2M	16	35669.7940782	28028.6049708	4.48892344417e-09	0.000182406566193	8.65534291454e-07	1.4709680223e-06	116807.583698	NA	NA	0.36847072291
Pachon	Tinaja	IM2M	17	34697.2205483	31976.4747568	1.21944292672e-12	0.000197854350608	7.70140037535e-07	6.79195393576e-09	89934.0287819	NA	NA	0.348049417606
Pachon	Tinaja	IM2M	18	34929.3064407	27933.0635623	5.82647430609e-17	1.95636249683e-18	1.17963643364e-05	3.92125549681e-05	79237.2706711	NA	NA	0.641712914894
Pachon	Tinaja	IM2M	19	35027.8434563	32495.5582862	1.57129947575e-06	0.000201505505356	8.16650677421e-07	5.9669587313e-09	91866.9138585	NA	NA	0.349556453357
Pachon	Tinaja	IM2M	20	35256.3339353	29883.7675072	4.93792941697e-05	9.4445633887e-07	1.03917830548e-06	2.38271979136e-06	2804006.04953	NA	NA	0.655878820945
Pachon	Tinaja	IM2M	21	39713.9859851	30437.2980535	7.42901535506e-05	1.06006686667e-14	8.82250832976e-07	2.43014718893e-06	1485818.54357	NA	NA	0.654663907532
Pachon	Tinaja	IM2M	22	34518.7098372	31460.3463251	9.94332096063e-05	2.04703745675e-74	7.88843208964e-07	1.44821360342e-06	137383.59614	NA	NA	0.490507415808
Pachon	Tinaja	IM2M	23	34514.0853316	31467.1043776	9.95203078106e-05	7.02368080919e-09	7.88088581509e-07	1.44509445503e-06	137199.983198	NA	NA	0.490017682131
Pachon	Tinaja	IM2M	24	34541.8447086	31498.5200674	9.93039844319e-05	6.10842200447e-11	7.88161192175e-07	1.4459601207e-06	137530.533727	NA	NA	0.490111081292
Pachon	Tinaja	IM2M	25	36627.1663943	29339.7901589	1.60807939241e-10	0.000196377213457	7.80726742279e-07	1.25077159739e-06	114513.691591	NA	NA	0.360871855528
Pachon	Tinaja	IM2M	26	34548.4657348	31506.965855	9.97934215685e-05	3.93909670605e-10	7.87640561186e-07	1.44212856315e-06	137336.220178	NA	NA	0.489603801192
Pachon	Tinaja	IM2M	27	37514.7544318	22620.4813833	1.46856662198e-06	7.20569919947e-05	1.23458044064e-06	2.73680138203e-06	1433250.62823	NA	NA	0.598603931561
Pachon	Tinaja	IM2M	28	39039.7384735	31907.6541802	8.73677175123e-07	2.08146203617e-06	7.86609671396e-05	7.02939852581e-07	559099.485658	NA	NA	0.404464274761
Pachon	Tinaja	IM2M	29	34553.2687807	31512.3973548	9.9436639354e-05	3.45511962314e-10	7.87453375413e-07	1.44474396804e-06	137537.84897	NA	NA	0.489959136075
Pachon	Tinaja	IM2M	30	34543.084949	31482.5643443	9.97099822509e-05	5.59553774148e-10	7.86959440152e-07	1.44552961872e-06	137306.697372	NA	NA	0.489932047803
Pachon	Tinaja	IM2M	31	34532.6519617	31488.3930696	9.93112972104e-05	6.70992716545e-13	7.88352058992e-07	1.44539020131e-06	137462.43172	NA	NA	0.490216022711
Pachon	Tinaja	IM2M	32	33951.9326012	28391.2420558	2.37204576123e-05	0.000194698886015	8.64339420311e-07	1.26878686003e-06	106804.18877	NA	NA	0.327474823759
Pachon	Tinaja	IM2M	33	34372.0388725	28522.2288274	1.94642604426e-05	0.000197671908742	8.26055649688e-07	1.22792160169e-06	107875.747508	NA	NA	0.33622746218
Pachon	Tinaja	IM2M	34	31266.8503637	33893.9599587	0.000126279062634	4.31367066833e-09	8.65489893365e-07	6.63393907438e-13	95238.5984599	NA	NA	0.408234219389
Pachon	Tinaja	IM2M	35	36540.6963713	26170.3068404	5.6902897355e-06	8.91908225194e-05	1.29287457147e-06	2.09350256823e-06	457366.190675	NA	NA	0.506947000656
Pachon	Tinaja	IM2M	36	31189.7797015	33931.361933	0.000125298822719	6.48247355989e-13	8.68062889629e-07	1.74866426556e-13	95471.7351967	NA	NA	0.410313224711
Pachon	Tinaja	IM2M	37	34526.414901	31507.2462976	9.95837061651e-05	2.5453708807e-09	7.90329169584e-07	1.44265199788e-06	137396.542385	NA	NA	0.48981860172
Pachon	Tinaja	IM2M	38	34521.7943394	31445.9035289	9.9638526912e-05	2.10960661047e-09	7.85432565358e-07	1.44844944993e-06	137364.714304	NA	NA	0.490367384504
Pachon	Tinaja	IM2M	39	36364.2463317	30020.9249833	3.67554704359e-12	0.000204314484442	6.19088803697e-12	6.6697631182e-18	77417.7562317	NA	NA	0.335651010204
Pachon	Tinaja	IM2M	40	38183.4029057	32062.7044182	8.99607883727e-07	2.05591928103e-06	7.02539793943e-05	1.67414362873e-17	664910.08713	NA	NA	0.369415619597
Pachon	Tinaja	IM2M	41	34511.4422909	31449.4810457	9.93303827724e-05	8.28232327022e-09	7.87956921569e-07	1.44617120281e-06	137155.086393	NA	NA	0.490269815067
Pachon	Tinaja	IM2M	42	36405.7471834	28615.8065599	2.06504093143e-07	0.000191560589706	7.95393780627e-07	1.30830483422e-06	112560.283737	NA	NA	0.360669998949
Pachon	Tinaja	IM2M	43	33604.2138345	28377.5249266	3.68060510534e-05	0.000204369016306	8.97094837279e-07	1.24431436054e-06	105727.167768	NA	NA	0.31369173375
Pachon	Tinaja	IM2M	44	38616.1187497	31638.9913573	9.39742244029e-07	2.15296430977e-06	7.05402593343e-05	7.91581998826e-15	633479.644497	NA	NA	0.385649575501
Pachon	Tinaja	IM2M	45	39138.6749103	31593.4941641	7.73679781896e-05	9.2273032908e-10	8.99347284217e-07	2.16649474556e-06	648069.742314	NA	NA	0.62303737269
Pachon	Tinaja	IM2M	46	35570.189043	28572.9012925	6.21359190166e-06	0.000190775861786	8.14668948217e-07	1.28697145986e-06	111139.118781	NA	NA	0.351242740698
Pachon	Tinaja	IM2M	47	34535.787358	31492.1658613	9.96146498474e-05	1.58721747135e-09	7.88247900991e-07	1.4442357922e-06	137365.653568	NA	NA	0.489935337513
Pachon	Tinaja	IM2M	48	34111.4980488	28458.066817	1.64010395572e-05	0.000193359564495	8.37766578314e-07	1.28487898328e-06	107681.110996	NA	NA	0.336290384867
Pachon	Tinaja	IM2M	49	34548.3874658	31530.3241046	9.93446584893e-05	1.21409772323e-11	7.88178256924e-07	1.4392673092e-06	137420.163946	NA	NA	0.48961592137
Pachon	Tinaja	IM2M	50	37719.2657411	32206.5713636	7.57840192445e-08	1.86512310458e-06	3.9843919019e-05	6.22617500592e-07	127448.081211	NA	NA	0.533116112022
Pachon	Tinaja	AM2M	1	33325.3899437	28179.3369816	0.000216357261308	0.000213607172958	8.09955992914e-07	1.27854796465e-06	60.8461424338	NA	98507.8823912	0.280292775499
Pachon	Tinaja	AM2M	2	31298.29007	33908.300179	0.00012575081934	7.17271414226e-13	8.61971508978e-07	1.81969919333e-17	0.104864668627	NA	95301.8064609	0.408503740664
Pachon	Tinaja	AM2M	3	30681.1525381	26856.3630842	2.12091104794e-05	2.3831595897e-05	6.29160063224e-09	5.38561363947e-14	29991.7389304	NA	152862.485701	0.917317503147
Pachon	Tinaja	AM2M	4	29681.5454189	24502.308372	3.26582457101e-21	2.80023271299e-05	4.62612152449e-06	1.06184796598e-06	39207.3315968	NA	1491.42601585	0.0944629773645
Pachon	Tinaja	AM2M	5	29312.3073537	24433.1665526	9.51683618212e-09	1.13048907827e-07	5.17969058807e-08	3.207610945e-06	40507.5613014	NA	2.14131417599e-80	0.11216145557
Pachon	Tinaja	AM2M	6	29285.6838706	24410.9650321	1.34820471814e-05	4.01613280891e-05	1.10589900176e-39	4.26771335269e-07	40466.6888273	NA	5.74090975007e-14	0.263023464136
Pachon	Tinaja	AM2M	7	34539.186396	31484.5919088	9.96268120578e-05	2.52041068332e-09	7.87075104036e-07	1.44493550041e-06	0.0166301040991	NA	137368.470854	0.489994887841
Pachon	Tinaja	AM2M	8	29310.1959285	24411.8580782	2.17244373993e-08	1.50176915679e-06	1.49891453975e-07	2.44971007945e-07	40491.946858	NA	6.85255867369	0.0648230291078
Pachon	Tinaja	AM2M	9	29348.8675561	24399.7050505	8.0249790261e-08	3.48520575314e-05	2.55126100186e-05	2.0684665573e-05	40566.8825749	NA	1.28610414007	0.0995703677988
Pachon	Tinaja	AM2M	10	43300.125565	27872.1809905	6.55543923845e-07	1.02375342064e-06	7.50544014093e-10	4.97265471242e-05	1.03994033723	NA	163545.565655	0.493047035285
Pachon	Tinaja	AM2M	11	31236.9168703	33864.8680197	0.000125765687618	5.82055834164e-50	8.63394910942e-07	1.49272011383e-24	4.82906084763e-23	NA	95118.7050731	0.408580980764
Pachon	Tinaja	AM2M	12	34527.6397772	31578.7423045	9.92040351e-05	1.85004799082e-17	7.87854935154e-07	1.4359197222e-06	0.938517189092	NA	137449.456631	0.490465570263
Pachon	Tinaja	AM2M	13	29333.3611826	24390.7307917	6.40846982652e-05	5.78567114971e-08	1.50955361924e-06	1.53195893331e-05	40489.7333627	NA	4.90566770777e-06	0.0532900353139
Pachon	Tinaja	AM2M	14	29211.6747577	24466.852361	5.71028912042e-22	5.07068489419e-05	3.07390290421e-05	3.9788865329e-06	37730.8310624	NA	4393.42225294	0.209503448678
Pachon	Tinaja	AM2M	15	31246.3425848	33876.4189274	0.000125741807156	3.88760966746e-09	8.63297067631e-07	8.79500329462e-15	0.00747418917102	NA	95172.9729092	0.40859292594
Pachon	Tinaja	AM2M	16	37847.6160417	26558.0598652	1.81102826829e-08	0.00020214630936	1.66825119167e-10	1.26450214528e-06	6.08493744706e-08	NA	87497.1440141	0.326660631871
Pachon	Tinaja	AM2M	17	34232.2656675	31290.890116	7.3517751118e-07	1.69187575868e-06	3.88700437103e-05	4.04620427855e-06	175.263571	NA	175108.520025	0.507782772187
Pachon	Tinaja	AM2M	18	35993.3309324	28363.0663073	9.67439024794e-08	0.000182036346074	8.11407251241e-07	1.30669230641e-06	0.632695282506	NA	113403.37302	0.376351600078
Pachon	Tinaja	AM2M	19	31270.7852837	33888.965724	0.000125747158548	6.07663761205e-15	8.62495604052e-07	1.3423741977e-15	2.81620088766e-14	NA	95214.4753111	0.408494770435
Pachon	Tinaja	AM2M	20	34534.7099507	31487.0938472	9.96302629971e-05	8.96220834763e-09	7.88205295175e-07	1.44453963821e-06	0.0049619006259	NA	137351.903383	0.489923184017
Pachon	Tinaja	AM2M	21	33466.9908382	27740.2699857	4.69595080308e-05	0.000205566516405	8.56173637028e-07	1.36939473597e-06	0.873428375038	NA	103922.786236	0.305820546365
Pachon	Tinaja	AM2M	22	35951.7144584	28452.2468389	2.92692334428e-13	0.000182498742001	8.4916700167e-07	1.39141703254e-06	133.454271827	NA	115206.06129	0.369314987543
Pachon	Tinaja	AM2M	23	34835.5910505	26444.2133758	4.44685942034e-05	0.000194101615957	2.40215701969e-13	1.23987192149e-06	104.844747054	NA	82484.8034239	0.287075756923
Pachon	Tinaja	AM2M	24	34530.2649249	31448.0224566	9.9195830074e-05	1.40779254353e-10	7.8639957089e-07	1.45008796547e-06	0.34854594958	NA	137381.261676	0.490595768651
Pachon	Tinaja	AM2M	25	29323.8347111	24390.2861956	9.75898434809e-35	6.33810984169e-07	4.11402707223e-24	3.38019395549e-06	40111.238219	NA	390.179236043	0.420214309813
Pachon	Tinaja	AM2M	26	38611.684476	28234.8119052	7.76746101805e-11	0.000144465629123	6.05020193334e-11	1.79683141785e-06	33779.6668583	NA	108976.871877	0.838689124228
Pachon	Tinaja	AM2M	27	34536.4294612	31445.6348377	9.93527766578e-05	1.80960898059e-14	7.87428104925e-07	1.45179186773e-06	0.326168726982	NA	137362.362296	0.490429884091
Pachon	Tinaja	AM2M	28	34530.9536981	31494.4753254	9.9354267037e-05	7.09897558375e-10	7.88429286747e-07	1.44441105881e-06	6.1593691411e-06	NA	137431.618089	0.490056313893
Pachon	Tinaja	AM2M	29	35109.5284801	32724.3870639	5.94411080756e-07	0.000201805421593	8.73275173767e-07	1.11704674335e-11	97.7345712658	NA	92557.6322524	0.353831074194
Pachon	Tinaja	AM2M	30	29347.3687944	24449.2106117	3.84084394235e-05	3.18007764416e-07	8.72320297222e-06	4.95413024137e-08	40533.3598133	NA	0.582918440204	0.123776836168
Pachon	Tinaja	AM2M	31	38178.1984581	26806.8740103	1.90488081956e-10	0.000203003937703	5.77264747573e-12	1.23704212912e-06	6.40833486627e-38	NA	88317.8628748	0.334236007684
Pachon	Tinaja	AM2M	32	34503.1840485	31456.3607483	9.94366794452e-05	6.47484232857e-09	7.89392584458e-07	1.44624029299e-06	0.00383327134947	NA	137237.991738	0.490337021381
Pachon	Tinaja	AM2M	33	34529.9360522	31504.1054337	9.95507859834e-05	2.13306017797e-09	7.87795975514e-07	1.44270739764e-06	0.00168919705649	NA	137359.415694	0.489778213931
Pachon	Tinaja	AM2M	34	34544.7464403	31473.0165299	9.94358080572e-05	2.16334090825e-09	7.87721884273e-07	1.44794062071e-06	0.0011203880935	NA	137485.045362	0.490273544454
Pachon	Tinaja	AM2M	35	32205.6787195	30949.6714979	0.000225196793933	0.000216345241404	8.02740739634e-07	4.22526557432e-48	182.835663621	NA	80517.2441834	0.266590598272
Pachon	Tinaja	AM2M	36	29488.3238853	24602.1589317	2.06062553518e-05	2.63310033177e-05	4.56757957731e-06	9.37726902718e-07	40161.427844	NA	193.059995176	0.0730589493055
Pachon	Tinaja	AM2M	37	31255.5835147	33892.9052353	0.000125671170635	2.42542241473e-103	8.63779731149e-07	2.81909553842e-117	6.5211238536e-152	NA	95267.9713571	0.408789453544
Pachon	Tinaja	AM2M	38	29302.4072669	24321.4676417	2.93709062668e-06	1.5431303194e-05	1.90563376218e-05	1.98196654966e-09	40079.2008682	NA	437.682978676	0.170380783645
Pachon	Tinaja	AM2M	39	29264.2247202	24413.1028742	2.25726616022e-05	4.17790804791e-05	2.09496989641e-09	6.66915942598e-06	40448.7290535	NA	49.1518036607	0.1264063792
Pachon	Tinaja	AM2M	40	34571.7141382	31502.9085057	9.94331586587e-05	1.43192882969e-13	7.88520421082e-07	1.44566248922e-06	2.90100180941e-63	NA	137617.265136	0.489645414556
Pachon	Tinaja	AM2M	41	34528.8758705	31490.2958503	9.9860448198e-05	9.21678315175e-12	7.87220472329e-07	1.44082586382e-06	0.0621242434304	NA	137106.388669	0.489588193317
Pachon	Tinaja	AM2M	42	34530.7391165	31515.5994827	9.94183232814e-05	2.21521590941e-10	7.87964441827e-07	1.44059787213e-06	2.53225227947e-14	NA	137262.181249	0.489495196113
Pachon	Tinaja	AM2M	43	34541.0576008	31483.2322736	9.95923999688e-05	1.93832469199e-12	7.86754637664e-07	1.44570105029e-06	1.6017655375e-171	NA	137375.496323	0.490111363581
Pachon	Tinaja	AM2M	44	34526.8627035	31454.4822956	9.93060232363e-05	2.12047812241e-10	7.87635733427e-07	1.44881953957e-06	4.4657030635e-26	NA	137408.911414	0.490568097783
Pachon	Tinaja	AM2M	45	34526.1221521	31472.0794527	9.98209873907e-05	1.43290379656e-14	7.89817004707e-07	1.4480108569e-06	0.130710323306	NA	137487.850828	0.490501871896
Pachon	Tinaja	AM2M	46	29356.6114667	24422.6487541	1.50595135666e-05	5.86824561438e-11	1.81606935766e-05	1.14127867905e-06	40561.3897214	NA	1.52093711873e-07	0.645300878256
Pachon	Tinaja	AM2M	47	34520.4003438	31521.1315307	9.93112099914e-05	1.33030443259e-08	7.88095154053e-07	1.43960638888e-06	0.0521244076856	NA	137247.914108	0.489425102725
Pachon	Tinaja	AM2M	48	37054.6671506	29947.9557818	8.75912246846e-22	0.000203973088621	7.9195656723e-07	1.10123201928e-06	9.16570286042e-111	NA	112952.548988	0.352066176387
Pachon	Tinaja	AM2M	49	34538.0184622	31511.9455044	9.93190729411e-05	6.64978354477e-37	7.89024621921e-07	1.44421942673e-06	0.0196998691885	NA	137548.577137	0.490046847058
Pachon	Tinaja	AM2M	50	34525.1205725	31490.9858585	9.94218093211e-05	2.25410261081e-09	7.88054626537e-07	1.44331350867e-06	0.000733446992987	NA	137287.229519	0.489906009897
Rascon	Tinaja	SI	1	191760.24323	36837.4336136	NA	NA	NA	NA	102978.911803	NA	NA	NA
Rascon	Tinaja	SI	2	192292.886707	36824.0585006	NA	NA	NA	NA	103037.456696	NA	NA	NA
Rascon	Tinaja	SI	3	191680.245648	36802.4987273	NA	NA	NA	NA	102987.81236	NA	NA	NA
Rascon	Tinaja	SI	4	192222.600583	36838.2405446	NA	NA	NA	NA	103091.516232	NA	NA	NA
Rascon	Tinaja	SI	5	191881.119021	36783.9799208	NA	NA	NA	NA	102941.648936	NA	NA	NA
Rascon	Tinaja	SI	6	192203.776414	36782.1520063	NA	NA	NA	NA	102935.397147	NA	NA	NA
Rascon	Tinaja	SI	7	191934.062856	36867.5731735	NA	NA	NA	NA	103099.942869	NA	NA	NA
Rascon	Tinaja	SI	8	191888.517109	36761.3504491	NA	NA	NA	NA	102895.155008	NA	NA	NA
Rascon	Tinaja	SI	9	192057.937428	36869.3036096	NA	NA	NA	NA	103138.00193	NA	NA	NA
Rascon	Tinaja	SI	10	192248.473506	36836.0635586	NA	NA	NA	NA	103040.143083	NA	NA	NA
Rascon	Tinaja	SI	11	191283.792843	36928.6413556	NA	NA	NA	NA	103185.101315	NA	NA	NA
Rascon	Tinaja	SI	12	191783.261188	36792.9375377	NA	NA	NA	NA	102970.162448	NA	NA	NA
Rascon	Tinaja	SI	13	191918.722721	36803.8801425	NA	NA	NA	NA	103005.903221	NA	NA	NA
Rascon	Tinaja	SI	14	192298.421863	36807.7217259	NA	NA	NA	NA	102994.53877	NA	NA	NA
Rascon	Tinaja	SI	15	192068.98349	36762.372102	NA	NA	NA	NA	102888.138611	NA	NA	NA
Rascon	Tinaja	SI	16	192138.771962	36814.9879104	NA	NA	NA	NA	103049.273475	NA	NA	NA
Rascon	Tinaja	SI	17	192073.788759	36870.8316508	NA	NA	NA	NA	103142.064978	NA	NA	NA
Rascon	Tinaja	SI	18	191792.091981	36796.0720744	NA	NA	NA	NA	102991.396762	NA	NA	NA
Rascon	Tinaja	SI	19	191881.928684	36775.2819629	NA	NA	NA	NA	102909.327645	NA	NA	NA
Rascon	Tinaja	SI	20	192036.556468	36763.0874283	NA	NA	NA	NA	102958.547514	NA	NA	NA
Rascon	Tinaja	SI	21	191880.997788	36840.2503007	NA	NA	NA	NA	103101.881422	NA	NA	NA
Rascon	Tinaja	SI	22	191947.444093	36821.9953964	NA	NA	NA	NA	103014.148532	NA	NA	NA
Rascon	Tinaja	SI	23	192109.344458	36858.2672734	NA	NA	NA	NA	103156.273427	NA	NA	NA
Rascon	Tinaja	SI	24	191805.673081	36847.5932497	NA	NA	NA	NA	103046.067911	NA	NA	NA
Rascon	Tinaja	SI	25	191855.709325	36862.7727251	NA	NA	NA	NA	103105.934352	NA	NA	NA
Rascon	Tinaja	SI	26	191895.302814	36788.9179489	NA	NA	NA	NA	102959.550179	NA	NA	NA
Rascon	Tinaja	SI	27	191814.247064	36857.077936	NA	NA	NA	NA	103161.261591	NA	NA	NA
Rascon	Tinaja	SI	28	192291.030119	36802.9556606	NA	NA	NA	NA	102994.655118	NA	NA	NA
Rascon	Tinaja	SI	29	191877.315552	36839.3333647	NA	NA	NA	NA	103053.021076	NA	NA	NA
Rascon	Tinaja	SI	30	191901.591085	36850.0516598	NA	NA	NA	NA	103116.798392	NA	NA	NA
Rascon	Tinaja	SI	31	192100.344583	36857.6182484	NA	NA	NA	NA	103120.934986	NA	NA	NA
Rascon	Tinaja	SI	32	191941.783647	36798.631944	NA	NA	NA	NA	102981.614747	NA	NA	NA
Rascon	Tinaja	SI	33	192017.134091	36851.1657746	NA	NA	NA	NA	103141.262658	NA	NA	NA
Rascon	Tinaja	SI	34	191776.087302	36789.6526505	NA	NA	NA	NA	102918.912277	NA	NA	NA
Rascon	Tinaja	SI	35	192294.791898	36848.862191	NA	NA	NA	NA	103131.899589	NA	NA	NA
Rascon	Tinaja	SI	36	191828.785311	36782.2527245	NA	NA	NA	NA	102930.817021	NA	NA	NA
Rascon	Tinaja	SI	37	191882.44001	36808.2851277	NA	NA	NA	NA	102974.845343	NA	NA	NA
Rascon	Tinaja	SI	38	191953.131588	36796.8337669	NA	NA	NA	NA	102958.247669	NA	NA	NA
Rascon	Tinaja	SI	39	192242.016701	36843.241961	NA	NA	NA	NA	103096.987706	NA	NA	NA
Rascon	Tinaja	SI	40	191842.480916	36859.1764995	NA	NA	NA	NA	103164.084588	NA	NA	NA
Rascon	Tinaja	SI	41	192013.697865	36846.7163141	NA	NA	NA	NA	103095.95208	NA	NA	NA
Rascon	Tinaja	SI	42	191938.624964	36801.7633686	NA	NA	NA	NA	102984.066808	NA	NA	NA
Rascon	Tinaja	SI	43	192176.551496	36776.3363381	NA	NA	NA	NA	102605.118519	NA	NA	NA
Rascon	Tinaja	SI	44	191874.237094	36779.6680834	NA	NA	NA	NA	102928.865433	NA	NA	NA
Rascon	Tinaja	SI	45	191925.263932	36820.8431866	NA	NA	NA	NA	103028.511036	NA	NA	NA
Rascon	Tinaja	SI	46	192086.626079	36833.073711	NA	NA	NA	NA	103126.345857	NA	NA	NA
Rascon	Tinaja	SI	47	191890.663702	36809.7920156	NA	NA	NA	NA	103015.826274	NA	NA	NA
Rascon	Tinaja	SI	48	191858.054987	36772.8444085	NA	NA	NA	NA	102907.738226	NA	NA	NA
Rascon	Tinaja	SI	49	192033.783842	36840.6740454	NA	NA	NA	NA	103099.449729	NA	NA	NA
Rascon	Tinaja	SI	50	192214.930067	36833.9872005	NA	NA	NA	NA	103112.042189	NA	NA	NA
Rascon	Tinaja	SC	1	189880.695307	25793.3052666	1.25354628411e-09	2.48267158604e-06	NA	NA	54149.930812	107100.542621	NA	NA
Rascon	Tinaja	SC	2	189898.20992	25709.2697833	3.80620477322e-09	2.50880568144e-06	NA	NA	59172.3028657	103072.903294	NA	NA
Rascon	Tinaja	SC	3	190034.265076	25671.8921387	5.41783755004e-15	2.52052660067e-06	NA	NA	60532.7194255	100261.91852	NA	NA
Rascon	Tinaja	SC	4	189743.361069	25530.3846325	1.70846493689e-10	2.52140727313e-06	NA	NA	54478.2188593	108923.267497	NA	NA
Rascon	Tinaja	SC	5	189698.895619	25756.3782531	1.54214133772e-10	2.47913851556e-06	NA	NA	51461.0210836	110621.346923	NA	NA
Rascon	Tinaja	SC	6	189151.076569	25926.1627635	1.35535357792e-40	2.40539980407e-06	NA	NA	3.05129837867e-65	160953.612981	NA	NA
Rascon	Tinaja	SC	7	190243.585104	25714.185626	1.51330918969e-12	2.49886079986e-06	NA	NA	56258.9868645	104736.791238	NA	NA
Rascon	Tinaja	SC	8	189325.464795	25492.7753922	8.85173042043e-14	2.52765768099e-06	NA	NA	54200.6125431	107161.91593	NA	NA
Rascon	Tinaja	SC	9	189525.094073	25595.8995214	7.51227253837e-13	2.48106556892e-06	NA	NA	38208.1841191	123972.742373	NA	NA
Rascon	Tinaja	SC	10	189846.621923	25594.2319124	4.76870745732e-14	2.51119031706e-06	NA	NA	54918.7096442	106707.412138	NA	NA
Rascon	Tinaja	SC	11	190231.712489	36898.3626343	4.56442302834e-09	1.15671722939e-05	NA	NA	103782.380598	3.64237487928	NA	NA
Rascon	Tinaja	SC	12	190556.453887	24985.2511782	5.80120523969e-10	2.63160710393e-06	NA	NA	66000.9345669	93581.0607307	NA	NA
Rascon	Tinaja	SC	13	189133.030449	26065.4768363	8.42028063672e-14	2.3943593999e-06	NA	NA	16.4078502776	162521.160485	NA	NA
Rascon	Tinaja	SC	14	189734.855325	25568.7432479	3.2261970232e-11	2.51319256229e-06	NA	NA	52374.7670268	110464.873437	NA	NA
Rascon	Tinaja	SC	15	189190.925086	37153.1075697	2.81924575395e-09	1.41880106069e-05	NA	NA	103227.646599	0.063964792216	NA	NA
Rascon	Tinaja	SC	16	190095.352473	25614.723129	2.1280803897e-09	2.51409826665e-06	NA	NA	56714.3860681	105536.571003	NA	NA
